bike_station_name,poi_name,distance,latitude,longitude
Woodland & 4th,Steve’s Poké Bar,798,49.266067,-123.084484
Woodland & 4th,Our Lady of Fatima Portuguese,865,49.259018,-123.074882
Woodland & 4th,Able Care Speech Clinic,869,49.267568,-123.061571
Woodland & 4th,Praise International Church,883,49.258848,-123.074868
Woodland & 4th,Bobin Appliances,884,49.259308,-123.077827
8th & Ash,Caffe Cittadella,74,49.26473,-123.116978
8th & Ash,Rogue Kitchen & Wetbar,125,49.263123,-123.117652
8th & Ash,Elysian Coffee Broadway,120,49.263077,-123.117243
8th & Ash,Whole Foods,180,49.263957,-123.115209
8th & Ash,Marulilu Cafe,282,49.263328,-123.11402
8th & Ash,Dynasty Seafood Restaurant 皇朝海鮮酒家,259,49.263675,-123.12143
8th & Ash,La Taqueria Pinche Taco Shop,368,49.263637,-123.112586
8th & Ash,Solly's Bagelry,373,49.264703,-123.112191
8th & Ash,Winona Park,358,49.263009,-123.113182
8th & Ash,Body Energy Club,393,49.26078,-123.116479
8th & Ash,Sushi California,400,49.263035,-123.112616
8th & Ash,Charleson Park,581,49.266831,-123.124538
8th & Ash,Gyu-Kaku BBQ,570,49.263202,-123.125769
8th & Ash,Indian Roti Kitchen,609,49.258983,-123.115272
8th & Ash,Cafe Tica,513,49.263729,-123.110729
8th & Ash,Milano Coffee,652,49.263724,-123.108701
8th & Ash,Yuk Yuk's Comedy Club,505,49.259982,-123.115276
8th & Ash,A&W Restaurant,400,49.260739,-123.116314
8th & Ash,Share Tea,510,49.260064,-123.114715
8th & Ash,Vancouver Gold Buyer,526,49.263014,-123.110749
8th & Ash,Joti's NOFRILLS Vancouver,484,49.262916,-123.111471
8th & Ash,Passion8 Dessert Cafe,684,49.25837,-123.114814
8th & Ash,Jonathan Rogers Park,706,49.264274,-123.108018
8th & Ash,Vij's,768,49.257484,-123.11482
8th & Ash,La Bicicletta Pro Shop,563,49.263302,-123.110125
8th & Ash,Modus Coffee,775,49.263182,-123.107195
8th & Ash,Fatburger,525,49.263311,-123.110706
8th & Ash,Corduroy Pie Co,849,49.256904,-123.121177
8th & Ash,Nook,852,49.269521,-123.109276
8th & Ash,33 Acres Brewing Co,903,49.263877,-123.105307
8th & Ash,Salmon n' Bannock,874,49.263305,-123.129752
8th & Ash,33 Brewing Experiment,880,49.263903,-123.105634
8th & Ash,Elysian Coffee,929,49.264531,-123.105038
8th & Ash,The Juice Truck,925,49.266348,-123.105436
8th & Ash,JJ Bean Coffee Roasters,911,49.270118,-123.109002
8th & Ash,Shoppers Drug Mart,872,49.256403,-123.115376
8th & Ash,Marinaside Seawall,976,49.272998,-123.119468
8th & Ash,Pure Bread,994,49.266631,-123.104568
8th & Ash,Dutch Wooden Shoe Cafe,920,49.255996,-123.114855
8th & Ash,Hinge Park,927,49.270777,-123.109869
8th & Ash,Paragon Tea Room,991,49.255425,-123.115455
8th & Ash,Sustainability Solutions Group Workers Cooperative,965,49.270427,-123.10846
8th & Ash,Roundhouse Community Arts & Recreation Centre - Social Media Week,976,49.272458,-123.122423
Burrard & Drake,Breka Bakery & Cafe,186,49.278414,-123.12788
Burrard & Drake,Sushi Mugen,181,49.278667,-123.128226
Burrard & Drake,Nando's,229,49.277864,-123.12767
Burrard & Drake,Morrissey Irish Bar & Restaurant,293,49.276963,-123.126944
Burrard & Drake,Fritz European Fry House,304,49.277256,-123.126564
Burrard & Drake,Pacific Cinematheque Pacifique,327,49.278569,-123.12627
Burrard & Drake,Cobs Bread,372,49.281117,-123.132734
Burrard & Drake,The Templeton,438,49.278491,-123.124398
Burrard & Drake,Vancity Theatre,449,49.27705,-123.124843
Burrard & Drake,Ancora Waterfront Dining and Patio,507,49.27371,-123.132588
Burrard & Drake,Matchstick Coffee Roasters,514,49.274404,-123.126239
Burrard & Drake,Shizen Ya,535,49.280725,-123.124913
Burrard & Drake,Pallet Coffee Roasters,530,49.279891,-123.123788
Burrard & Drake,Nelson Park,507,49.282743,-123.129466
Burrard & Drake,Score on Davie,552,49.282285,-123.134538
Burrard & Drake,Nero Belgian Waffle Bar,619,49.278311,-123.122111
Burrard & Drake,False Creek Seawall,639,49.272732,-123.133558
Burrard & Drake,Le Crocodile Restaurant,636,49.282578,-123.125234
Burrard & Drake,George Wainborn Park,638,49.272361,-123.12939
Burrard & Drake,Robson Square,653,49.28192690460857,-123.12191866551571
Burrard & Drake,Japa Dog,659,49.282197,-123.124147
Burrard & Drake,Granville Island Public Market,709,49.27209,-123.135
Burrard & Drake,Blue Water Cafe + Raw Bar,717,49.276123,-123.121114
Burrard & Drake,Granville Island Stage,695,49.27232,-123.134578
Burrard & Drake,MarketPlace IGA,619,49.282213,-123.124878
Burrard & Drake,Vogue Theatre,677,49.279711,-123.121501
Burrard & Drake,The Sandbar Seafood Restaurant,698,49.27216,-123.134158
Burrard & Drake,Oyama Sausage,714,49.272624,-123.135577
Burrard & Drake,Dublin Calling,701,49.280066,-123.121369
Burrard & Drake,Pizza Garden,733,49.28019,-123.120974
Burrard & Drake,A Bread Affair,736,49.27248,-123.135889
Burrard & Drake,MeeT in Yaletown,724,49.275006,-123.121748
Burrard & Drake,Minami Restaurant,766,49.275269,-123.120797
Burrard & Drake,JOEY Burrard,738,49.282707,-123.123298
Burrard & Drake,Commodore Ballroom,783,49.280556,-123.12045
Burrard & Drake,David Lam Park,790,49.27233,-123.124359
Burrard & Drake,Popina,645,49.273005,-123.134879
Burrard & Drake,The Orpheum,784,49.280081,-123.120416
Burrard & Drake,Seawall Yaletown,778,49.271372,-123.128089
Burrard & Drake,Tendon Kohaku,724,49.281091,-123.1217
Burrard & Drake,Paper-Ya,791,49.271795,-123.135587
Burrard & Drake,Indigo - Robson,816,49.28403,-123.123492
Burrard & Drake,Rocky Mountain Chocolate Factory,810,49.283664,-123.123136
Burrard & Drake,Lululemon Athletica,781,49.283016,-123.122756
Burrard & Drake,Granville Island Publishing,811,49.271996,-123.136172
Burrard & Drake,Tacofino,830,49.276488,-123.119685
Burrard & Drake,Angus T,812,49.275871,-123.119875
Burrard & Drake,Arc'teryx Equipment,769,49.283258,-123.123507
Burrard & Drake,Victoria's Secret,829,49.283345,-123.122298
Burrard & Drake,Sport Chek,805,49.281826,-123.12087
10th & Kingsway,Sushiyama,102,49.262968,-123.0972
10th & Kingsway,AJ's Brooklyn Pizza Joint,131,49.262989,-123.098175
10th & Kingsway,Dude Chilling Park,197,49.263472,-123.096107
10th & Kingsway,Hime Japanese Restaurant,154,49.262963,-123.09874
10th & Kingsway,La Petite Cuillere,252,49.263551,-123.099764
10th & Kingsway,The Cascade Room,262,49.261744,-123.100746
10th & Kingsway,Pulpfiction Books,299,49.263494,-123.100651
10th & Kingsway,Main Street Brewing Co,333,49.264745,-123.099216
10th & Kingsway,Sing Sing Beer Bar,297,49.260652,-123.100815
10th & Kingsway,Kim's Mart,348,49.262642,-123.092549
10th & Kingsway,49th Parallel Coffee Roast,414,49.259164,-123.100851
10th & Kingsway,Cartems Donuterie,470,49.265642,-123.100591
10th & Kingsway,Tisol,483,49.258788,-123.101792
10th & Kingsway,Brassneck Brewery,485,49.265811,-123.100605
10th & Kingsway,Brewery Creek Cold Beer & Wine Store,538,49.257934,-123.101476
10th & Kingsway,Save-On-Foods,469,49.258763,-123.101465
10th & Kingsway,33 Acres Brewing Co,622,49.263877,-123.105307
10th & Kingsway,Elysian Coffee,631,49.264531,-123.105038
10th & Kingsway,Kranky Cafe,609,49.267206,-123.09975
10th & Kingsway,Robson Park,572,49.258125,-123.092003
10th & Kingsway,33 Brewing Experiment,644,49.263903,-123.105634
10th & Kingsway,Osteria Savio Volpe,681,49.257425,-123.09097
10th & Kingsway,Toshi Sushi,686,49.256698,-123.101858
10th & Kingsway,Nemesis Coffee,661,49.267091,-123.092602
10th & Kingsway,Los Cuervos Taqueria & Cantina,668,49.257466,-123.091136
10th & Kingsway,The Gluten Free Epicurean,715,49.257337,-123.090395
10th & Kingsway,Matchstick Coffee,738,49.257296,-123.090229
10th & Kingsway,Modus Coffee,733,49.263182,-123.107195
10th & Kingsway,R & B Brewing Inc,743,49.26727,-123.103568
10th & Kingsway,Pure Bread,741,49.266631,-123.104568
10th & Kingsway,Les Faux Bourgeois,767,49.257306,-123.089824
10th & Kingsway,The Juice Truck,767,49.266348,-123.105436
10th & Kingsway,Nuba Natural Foods,755,49.268077,-123.10169
10th & Kingsway,Narrow Lounge,754,49.268334,-123.100495
10th & Kingsway,Electric Bicycle Brewing,766,49.267115,-123.104285
10th & Kingsway,BKH Jerky,811,49.256333,-123.090147
10th & Kingsway,Open Studios,790,49.268998,-123.098929
10th & Kingsway,Sal y Limon,807,49.256878,-123.08922
10th & Kingsway,Anh and Chi,825,49.255019,-123.100904
10th & Kingsway,Tacofino Ocho,719,49.266312,-123.104622
10th & Kingsway,Sushi Hil,781,49.255379,-123.101015
10th & Kingsway,Fife Bakery,799,49.268088,-123.10307
10th & Kingsway,Earnest Ice Cream,868,49.268876,-123.102894
10th & Kingsway,Milano Coffee,861,49.263724,-123.108701
10th & Kingsway,Jonathan Rogers Park,816,49.264274,-123.108018
10th & Kingsway,Beta5 Chocolates,889,49.269893,-123.095842
10th & Kingsway,Straight Outta Brooklyn NYC Pizzeria,841,49.256574,-123.089113
10th & Kingsway,Faculty Brewing Co,913,49.268552,-123.104488
10th & Kingsway,Terra Breads,805,49.266642,-123.105948
10th & Kingsway,Emelle's Catering,886,49.264872,-123.108636
10th & Oak,Gyu-Kaku BBQ,132,49.263202,-123.125769
10th & Oak,Salmon n' Bannock,281,49.263305,-123.129752
10th & Oak,Dynasty Seafood Restaurant 皇朝海鮮酒家,393,49.263675,-123.12143
10th & Oak,Charleson Park,525,49.266831,-123.124538
10th & Oak,Wild Birds Unlimited Inc,575,49.263357,-123.133974
10th & Oak,Rogue Kitchen & Wetbar,622,49.263123,-123.117652
10th & Oak,Elysian Coffee Broadway,652,49.263077,-123.117243
10th & Oak,Corduroy Pie Co,697,49.256904,-123.121177
10th & Oak,Caffe Cittadella,704,49.26473,-123.116978
10th & Oak,Whole Foods,815,49.263957,-123.115209
10th & Oak,Body Energy Club,724,49.26078,-123.116479
10th & Oak,Marulilu Cafe,885,49.263328,-123.11402
10th & Oak,Indian Roti Kitchen,873,49.258983,-123.115272
10th & Oak,Stanley Industrial Alliance Stage,891,49.261468,-123.138191
10th & Oak,Granville Loop Park,823,49.267105,-123.134781
10th & Oak,Indigo,909,49.263084,-123.138897
10th & Oak,Pottery Barn,887,49.262472,-123.138439
10th & Oak,Vij's,963,49.257484,-123.11482
10th & Oak,Williams-Sonoma,960,49.259655,-123.138928
10th & Oak,Small Victory,998,49.258291,-123.138568
10th & Oak,Granville Liquor Store Ltd,884,49.262075,-123.138405
10th & Oak,Passion8 Dessert Cafe,932,49.25837,-123.114814
10th & Oak,Yuk Yuk's Comedy Club,849,49.259982,-123.115276
10th & Oak,Winona Park,949,49.263009,-123.113182
10th & Oak,Paul's Place Restaurant & Omelettery,992,49.265962,-123.138657
10th & Oak,Anthropologie,952,49.259609,-123.138519
10th & Oak,A&W Restaurant,737,49.260739,-123.116314
10th & Oak,Stable House Bistro,981,49.259717,-123.139177
10th & Oak,Cactus Club Cafe West Broadway,974,49.263435,-123.139414
10th & Oak,Bin 4 Burger Lounge,964,49.259007,-123.138549
10th & Oak,University Women's Club of Vancouver-Hycroft,947,49.257235,-123.136775
10th & Oak,Share Tea,859,49.260064,-123.114715
10th & Oak,Heirloom Juice Co,963,49.260263,-123.139142
10th & Oak,Bump n Grind,979,49.25861,-123.138515
10th & Oak,Caffe Barney,981,49.259223,-123.138972
10th & Oak,Sushi California,997,49.263035,-123.112616
10th & Oak,Ming Wo Ltd,925,49.26154,-123.138927
10th & Oak,Cachè the House of Dresses,816,49.255402,-123.130293
10th & Oak,Shoppers Drug Mart,978,49.260036,-123.138231
10th & Oak,Meinhardt Fine Foods,970,49.25878,-123.138529
10th & Oak,Dr. Douglas Brent,932,49.253913,-123.127653
10th & Oak,Jadore Flowers,942,49.255165,-123.133355
Hawks & Union,La Casa Gelato,423,49.276991,-123.081598
Hawks & Union,Les Amis du Fromage,442,49.281235,-123.086178
Hawks & Union,Strathcona Beer Co,481,49.2814,-123.085056
Hawks & Union,Finch's Market,454,49.278582,-123.093335
Hawks & Union,Fujiya Japanese Foods,743,49.276572,-123.077019
Hawks & Union,Dosanko,692,49.282756,-123.092067
Hawks & Union,Pink Pearl Chinese Seafood Restaurant,645,49.280677,-123.080369
Hawks & Union,Oyster Express,758,49.279309,-123.097372
Hawks & Union,Harvest Community Foods,776,49.27776,-123.098052
Hawks & Union,Phnom Penh,797,49.278403,-123.098188
Hawks & Union,Superflux Beer Co,791,49.28014,-123.077322
Hawks & Union,The Mackenzie Room,863,49.283272,-123.095032
Hawks & Union,Kissa Tanto,852,49.28055,-123.098127
Hawks & Union,Starbucks,700,49.271053,-123.087585
Hawks & Union,Off the Rail Brewing,814,49.27791,-123.076159
Hawks & Union,Treasure Green Tea Co,823,49.278656,-123.098534
Hawks & Union,Strange Fellows Brewing,888,49.272444,-123.077805
Hawks & Union,The Union,854,49.277796,-123.098866
Hawks & Union,The Tuck Shoppe,818,49.277791,-123.098623
Hawks & Union,Matchstick Coffee Roasters,877,49.278692,-123.099348
Hawks & Union,The Gourmet Warehouse,913,49.28102,-123.076179
Hawks & Union,Pizzeria Farina,917,49.276561,-123.10014
Hawks & Union,Mello,898,49.280489,-123.098771
Hawks & Union,The Boxcar,936,49.276469,-123.100214
Hawks & Union,Bomber Brewing,921,49.277477,-123.074418
Hawks & Union,Torafuku,901,49.275928,-123.0996
Hawks & Union,Belgard Kitchen,975,49.284281,-123.095524
Hawks & Union,Earnest Ice Cream,949,49.27967,-123.074767
Hawks & Union,Vancouver Urban Winery,972,49.284281,-123.095524
Hawks & Union,TimberTrain,980,49.279794,-123.074371
Hawks & Union,Bodega on Main,914,49.275439,-123.099639
Hawks & Union,American Hotel,896,49.276324,-123.099634
Hawks & Union,Rickshaw Theatre,913,49.280972,-123.098488
Hawks & Union,Brickhouse Late Nite Bistro & Bar,881,49.277848,-123.09952
Hawks & Union,Postmark Brewing,974,49.284245,-123.095602
Hawks & Union,Juke,968,49.279372,-123.100298
Hawks & Union,To Dine for Eatery,830,49.272343,-123.095888
Hawks & Union,Adpoint Signs Inc,621,49.282408,-123.083762
Hawks & Union,Printworks,621,49.282408,-123.083762
Hawks & Union,Upstairs at Campagnolo,936,49.275382,-123.099635
Hawks & Union,Axum Ethiopian Restaurant,837,49.281525,-123.077764
Hawks & Union,360 Glen,636,49.281274,-123.080988
Hawks & Union,Coastal Ford Vancouver,657,49.27228,-123.09207
Hawks & Union,Triage Shelter - RainCity Housing,678,49.283316,-123.089194
Hawks & Union,Kobob Burger,954,49.27547,-123.10021
Hawks & Union,Subway,835,49.271586,-123.09485
Hawks & Union,The Party Bazaar,931,49.272936,-123.098047
Hawks & Union,Oppenheimer Park,765,49.282721,-123.093931
Hawks & Union,U H O Urban Home Outlet Inc,743,49.271972,-123.093504
Hawks & Union,Home Services at The Home Depot,998,49.268801,-123.083662
Marinaside & Cooperage,Cooper's Park,55,49.273486,-123.114075
Marinaside & Cooperage,Passione Gelato,170,49.275818,-123.113868
Marinaside & Cooperage,Honey Salt,170,49.275175,-123.11284
Marinaside & Cooperage,BC Place,306,49.275654,-123.1112
Marinaside & Cooperage,Tacofino,464,49.276488,-123.119685
Marinaside & Cooperage,Angus T,458,49.275871,-123.119875
Marinaside & Cooperage,Minami Restaurant,499,49.275269,-123.120797
Marinaside & Cooperage,The Keg Steakhouse + Bar - Yaletown,480,49.27671,-123.11946
Marinaside & Cooperage,Hinge Park,471,49.270777,-123.109869
Marinaside & Cooperage,Lupo Restaurant & Vinoteca,523,49.278151,-123.117231
Marinaside & Cooperage,Blue Water Cafe + Raw Bar,552,49.276123,-123.121114
Marinaside & Cooperage,MeeT in Yaletown,550,49.275006,-123.121748
Marinaside & Cooperage,JJ Bean Coffee Roasters,553,49.270118,-123.109002
Marinaside & Cooperage,Homer St. Cafe and Bar,603,49.278455,-123.11823
Marinaside & Cooperage,Terra Breads,614,49.271451,-123.107006
Marinaside & Cooperage,Vancouver Public Library,624,49.279525,-123.115401
Marinaside & Cooperage,Rogers Arena,611,49.277856,-123.108688
Marinaside & Cooperage,Legacy Liquor Store,631,49.271225,-123.106987
Marinaside & Cooperage,Nook,605,49.269521,-123.109276
Marinaside & Cooperage,David Lam Park,704,49.27233,-123.124359
Marinaside & Cooperage,CRAFT Beer Market Vancouver,676,49.270591,-123.106447
Marinaside & Cooperage,Queen Elizabeth Theatre,720,49.280353,-123.112713
Marinaside & Cooperage,Chambar,745,49.280213,-123.1097
Marinaside & Cooperage,Seaside Seawall,761,49.272387,-123.104085
Marinaside & Cooperage,Nero Belgian Waffle Bar,755,49.278311,-123.122111
Marinaside & Cooperage,Tap & Barrel,640,49.271827,-123.106065
Marinaside & Cooperage,Cafe Medina,769,49.280498,-123.116863
Marinaside & Cooperage,Japadog,769,49.280189,-123.118297
Marinaside & Cooperage,Jam Cafe,800,49.280306,-123.109627
Marinaside & Cooperage,Dirty Apron Cooking School,843,49.280599,-123.109246
Marinaside & Cooperage,Vancity Theatre,816,49.27705,-123.124843
Marinaside & Cooperage,Creekside Park,850,49.274585,-123.102893
Marinaside & Cooperage,Matchstick Coffee Roasters,862,49.274404,-123.126239
Marinaside & Cooperage,Pizza Garden,853,49.28019,-123.120974
Marinaside & Cooperage,Commodore Ballroom,881,49.280556,-123.12045
Marinaside & Cooperage,Vogue Theatre,845,49.279711,-123.121501
Marinaside & Cooperage,The Templeton,891,49.278491,-123.124398
Marinaside & Cooperage,Faculty Brewing Co,915,49.268552,-123.104488
Marinaside & Cooperage,Pallet Coffee Roasters,958,49.279891,-123.123788
Marinaside & Cooperage,Earnest Ice Cream,1009,49.268876,-123.102894
Marinaside & Cooperage,The Magnet,991,49.282484,-123.111029
Marinaside & Cooperage,Fritz European Fry House,963,49.277256,-123.126564
Marinaside & Cooperage,Morrissey Irish Bar & Restaurant,972,49.276963,-123.126944
Alberni & Jervis,Ramen Danbo - Robson,131,49.287499,-123.12898
Alberni & Jervis,Konbiniya,127,49.286326,-123.127825
Alberni & Jervis,Breka Bakery & Cafe,197,49.285765,-123.127128
Alberni & Jervis,Muji 無印良品,298,49.285368,-123.12531
Alberni & Jervis,Joe Fortes Seafood & Chop House,355,49.284956,-123.124545
Alberni & Jervis,49th Parallel Café & Lucky's Doughnuts - THURLOW,369,49.286052,-123.122935
Alberni & Jervis,Aritzia,337,49.284745,-123.125257
Alberni & Jervis,Red Robin Gourmet Burgers,368,49.284591,-123.125081
Alberni & Jervis,Saku,407,49.291333,-123.134825
Alberni & Jervis,Thierry,435,49.284766,-123.122662
Alberni & Jervis,Coast Restaurant,431,49.284719,-123.123145
Alberni & Jervis,Cardero's Restaurant & Marine Pub,448,49.291554,-123.127461
Alberni & Jervis,Harbour Green Park,483,49.289362,-123.121757
Alberni & Jervis,Indigo - Robson,485,49.28403,-123.123492
Alberni & Jervis,Sephora,448,49.284189,-123.123911
Alberni & Jervis,Coal Harbour Seawall,499,49.291405,-123.123067
Alberni & Jervis,Greenhorn Cafe,504,49.286624,-123.133935
Alberni & Jervis,Whole Foods,497,49.290103,-123.132772
Alberni & Jervis,Guu with Garlic,567,49.290278,-123.133923
Alberni & Jervis,Le Crocodile Restaurant,570,49.282578,-123.125234
Alberni & Jervis,H Tasting Lounge,532,49.29228,-123.128821
Alberni & Jervis,Nero Belgian Waffle Bar,581,49.290654,-123.133874
Alberni & Jervis,Marutama Ra-men,567,49.290515,-123.133538
Alberni & Jervis,Cardero Bottega,608,49.287092,-123.135598
Alberni & Jervis,Aria Market,597,49.290288,-123.134411
Alberni & Jervis,JOEY Burrard,595,49.282707,-123.123298
Alberni & Jervis,Lululemon Athletica,599,49.283016,-123.122756
Alberni & Jervis,Nelson Park,581,49.282743,-123.129466
Alberni & Jervis,Cactus Club Cafe Bentall 5,618,49.285532,-123.118834
Alberni & Jervis,Japa Dog,617,49.282197,-123.124147
Alberni & Jervis,Scotiabank,668,49.287714,-123.115126
Alberni & Jervis,Robson Square,689,49.28192690460857,-123.12191866551571
Alberni & Jervis,Chung Chun Rice Hotdog,672,49.291199,-123.134732
Alberni & Jervis,Cactus Club Cafe,723,49.289603,-123.118045
Alberni & Jervis,Jack Poole Plaza,733,49.289763,-123.117572
Alberni & Jervis,Hawksworth Restaurant,737,49.283302,-123.11938
Alberni & Jervis,Vancouver Art Gallery,725,49.282925,-123.12041
Alberni & Jervis,MarketPlace IGA,632,49.282213,-123.124878
Alberni & Jervis,Tavola,770,49.291843,-123.135761
Alberni & Jervis,Kingyo Izakaya 金魚居酒屋,778,49.290643,-123.136956
Alberni & Jervis,Tap & Barrel,774,49.289881,-123.116933
Alberni & Jervis,Shizen Ya,775,49.280725,-123.124913
Alberni & Jervis,Spokes Bike Rentals,724,49.292254,-123.133849
Alberni & Jervis,Nook,734,49.29174,-123.135346
Alberni & Jervis,Botanist,778,49.288198,-123.116627
Alberni & Jervis,Zakkushi Japanese Restaurant,741,49.291138,-123.136268
Alberni & Jervis,Ma Dang Goul,753,49.290927,-123.136088
Alberni & Jervis,Score on Davie,787,49.282285,-123.134538
Alberni & Jervis,Vancouver Art Gallery North Plaza,721,49.283484,-123.119957
Alberni & Jervis,Lift Bar Grill View,685,49.293598,-123.129664
7th & Arbutus,Indian Oven Restaurant Ltd,294,49.267949,-123.150667
7th & Arbutus,Their There,263,49.267851,-123.151388
7th & Arbutus,Lululemon Athletica,300,49.268288,-123.153372
7th & Arbutus,49th Parallel Coffee,318,49.268036,-123.15481
7th & Arbutus,O5 Tea Co,347,49.268051,-123.155541
7th & Arbutus,Jam Cafe,323,49.268376,-123.153947
7th & Arbutus,Patagonia,311,49.26782,-123.149926
7th & Arbutus,Fable,367,49.267954,-123.149127
7th & Arbutus,Rain or Shine Ice Cream,385,49.267929,-123.1488
7th & Arbutus,London Drugs,341,49.263691,-123.15606
7th & Arbutus,Connaught Park,451,49.26226,-123.156099
7th & Arbutus,Raisu,516,49.268036,-123.158378
7th & Arbutus,Ramen Danbo,522,49.26831,-123.146319
7th & Arbutus,Cineplex Cinemas,550,49.267007,-123.145315
7th & Arbutus,Terra Breads,565,49.268113,-123.159358
7th & Arbutus,Pete's Meat Inc,537,49.260788,-123.153297
7th & Arbutus,Sweet Barrel Coffee Roasters and Creamery,480,49.261318,-123.153424
7th & Arbutus,Shoppers Drug Mart,603,49.263532,-123.144937
7th & Arbutus,AnnaLena,705,49.270791,-123.146937
7th & Arbutus,R Y U Apparel Inc,654,49.268176,-123.144442
7th & Arbutus,Oddfish,697,49.270914,-123.147434
7th & Arbutus,Les Amis du Fromage,743,49.269664,-123.144407
7th & Arbutus,Nook,761,49.272283,-123.155174
7th & Arbutus,Pane From Heaven,699,49.271033,-123.147687
7th & Arbutus,Kitsilano Farmers Market,736,49.262547,-123.161719
7th & Arbutus,Audi,685,49.269473,-123.145202
7th & Arbutus,Thomas Haas Patisserie,796,49.264143,-123.163234
7th & Arbutus,Corduroy,825,49.272639,-123.148798
7th & Arbutus,Suika,825,49.263522,-123.141773
7th & Arbutus,Kahve,729,49.270544,-123.145942
7th & Arbutus,Beaucoup Bakery & Cafe,861,49.266477,-123.140728
7th & Arbutus,Justin's No Frills,747,49.26769253728899,-123.14276933670044
7th & Arbutus,LOCAL Public Eatery Kitsilano,788,49.272458,-123.155433
7th & Arbutus,Siegel's Bagels,877,49.272737,-123.147184
7th & Arbutus,Octopus's Garden Restaurant,795,49.272659,-123.149773
7th & Arbutus,White Spot Kitsilano,797,49.263844,-123.163371
7th & Arbutus,Kitsilano Pool,915,49.273271,-123.157368
7th & Arbutus,Kibune Sushi Restaurant,778,49.272463,-123.154784
7th & Arbutus,Salade de Fruits Inc,913,49.265478,-123.139832
7th & Arbutus,Billy Bishop Branch 176 Legion,848,49.27323,-123.151849
7th & Arbutus,Cafe Lokal,936,49.268153,-123.164876
7th & Arbutus,Prado Cafe,943,49.269478,-123.140985
7th & Arbutus,Juliet's Cafe,851,49.272659,-123.147989
7th & Arbutus,Loblaws Inc,898,49.257554,-123.153669
7th & Arbutus,Farmer's Apprentice Restaurant,947,49.266297,-123.139334
7th & Arbutus,Earls Restaurant,838,49.263893,-123.14148
7th & Arbutus,Sunshine Diner,955,49.264168,-123.165344
7th & Arbutus,Beau Photo Supplies Inc,956,49.266034,-123.139393
7th & Arbutus,Al Basha,833,49.272634,-123.148554
7th & Arbutus,Lin's Chinese Cuisine and Tea House,957,49.263764,-123.139847
14th & Ontario,Tisol,220,49.258788,-123.101792
14th & Ontario,Brewery Creek Cold Beer & Wine Store,259,49.257934,-123.101476
14th & Ontario,Toshi Sushi,289,49.256698,-123.101858
14th & Ontario,49th Parallel Coffee Roast,288,49.259164,-123.100851
14th & Ontario,Save-On-Foods,243,49.258763,-123.101465
14th & Ontario,Sing Sing Beer Bar,375,49.260652,-123.100815
14th & Ontario,Anh and Chi,469,49.255019,-123.100904
14th & Ontario,Sushi Hil,441,49.255379,-123.101015
14th & Ontario,The Cascade Room,465,49.261744,-123.100746
14th & Ontario,Modus Coffee,549,49.263182,-123.107195
14th & Ontario,33 Acres Brewing Co,597,49.263877,-123.105307
14th & Ontario,The Mighty Oak,555,49.254563,-123.109543
14th & Ontario,Welk's Mart,612,49.253536,-123.101183
14th & Ontario,Pulpfiction Books,632,49.263494,-123.100651
14th & Ontario,33 Brewing Experiment,604,49.263903,-123.105634
14th & Ontario,Milano Coffee,656,49.263724,-123.108701
14th & Ontario,Elysian Coffee,681,49.264531,-123.105038
14th & Ontario,La Petite Cuillere,670,49.263551,-123.099764
14th & Ontario,AJ's Brooklyn Pizza Joint,693,49.262989,-123.098175
14th & Ontario,Jonathan Rogers Park,663,49.264274,-123.108018
14th & Ontario,Hime Japanese Restaurant,663,49.262963,-123.09874
14th & Ontario,Cultivate Tea,711,49.252537,-123.101179
14th & Ontario,Flower Factory,691,49.252866,-123.100721
14th & Ontario,Vij's,753,49.257484,-123.11482
14th & Ontario,Sushiyama,738,49.262968,-123.0972
14th & Ontario,Indian Roti Kitchen,761,49.258983,-123.115272
14th & Ontario,Passion8 Dessert Cafe,726,49.25837,-123.114814
14th & Ontario,The Soap Dispensary,806,49.251718,-123.100785
14th & Ontario,Dude Chilling Park,822,49.263472,-123.096107
14th & Ontario,La Taqueria Pinche Taco Shop,806,49.263637,-123.112586
14th & Ontario,Liberty Bakery,773,49.251934,-123.101209
14th & Ontario,Rain or Shine,833,49.255054,-123.114856
14th & Ontario,Main Street Brewing Co,791,49.264745,-123.099216
14th & Ontario,Emelle's Catering,761,49.264872,-123.108636
14th & Ontario,Nirvana Restaurant,707,49.264411,-123.101216
14th & Ontario,Cartems Donuterie,840,49.265642,-123.100591
14th & Ontario,Dutch Wooden Shoe Cafe,791,49.255996,-123.114855
14th & Ontario,Winona Park,788,49.263009,-123.113182
14th & Ontario,The Firewood Cafe,727,49.258597,-123.114833
14th & Ontario,The Juice Truck,874,49.266348,-123.105436
14th & Ontario,Marulilu Cafe,864,49.263328,-123.11402
14th & Ontario,Shiro Japanese Restaurant,726,49.257932,-123.114615
14th & Ontario,Brassneck Brewery,862,49.265811,-123.100605
14th & Ontario,Lemonade Gluten Free Bakery,856,49.255142,-123.115431
14th & Ontario,Shoppers Drug Mart,799,49.256403,-123.115376
14th & Ontario,Paragon Tea Room,844,49.255425,-123.115455
14th & Ontario,Potluck Hawker Eatery,855,49.254508,-123.114891
14th & Ontario,Pure Bread,904,49.266631,-123.104568
14th & Ontario,Front and Co,845,49.251378,-123.100756
14th & Ontario,The Fish Counter,895,49.250765,-123.101191
